n,signature,new_signature_at_n,first_seen_n
2133,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2134,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2135,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2136,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2137,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2138,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2139,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2140,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2141,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2142,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2143,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2144,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2145,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2146,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2147,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2148,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2149,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2150,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2151,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2152,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2153,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2154,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2155,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2156,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2157,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2158,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2159,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2160,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2161,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2162,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2163,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2164,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2165,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2166,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2167,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2168,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2169,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2170,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2171,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2172,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2173,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2174,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2175,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2176,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2177,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2178,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2179,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2180,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2181,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2182,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2183,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2184,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2185,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2186,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2187,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2188,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2189,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2190,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2191,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2192,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2193,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2194,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2195,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2196,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2197,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2198,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2199,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2200,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2201,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2202,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2203,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2204,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2205,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2206,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2207,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2208,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2209,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2210,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2211,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2212,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2213,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2214,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2215,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2216,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2217,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2218,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2219,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2220,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2221,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2222,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2223,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2224,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2225,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2226,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2227,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2228,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2229,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2230,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2231,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2232,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2233,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2234,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2235,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2236,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2237,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2238,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2239,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2240,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2241,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2242,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2243,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2244,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2245,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2246,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2247,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2248,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2249,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2250,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2251,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2252,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2253,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2254,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2255,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2256,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2257,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2258,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2259,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2260,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2261,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2262,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2263,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2264,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2265,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2266,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2267,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2268,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2269,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2270,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2271,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2272,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2273,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2274,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2275,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2276,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2277,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2278,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2279,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2280,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2281,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2282,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2283,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2284,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2285,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2286,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2287,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2288,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2289,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2290,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2291,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2292,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2293,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2294,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2295,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2296,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2297,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2298,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2299,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2300,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2301,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2302,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2303,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2304,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2305,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2306,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2307,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2308,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2309,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2310,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2311,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2312,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2313,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2314,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2315,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2316,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2317,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2318,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2319,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2320,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2321,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2322,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2323,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2324,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2325,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2326,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2327,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2328,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2329,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2330,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2331,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2332,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2333,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2334,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2335,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2336,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2337,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2338,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2339,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2340,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2341,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2342,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2343,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2344,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2345,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2346,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2347,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2348,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2349,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2350,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2351,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2352,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2353,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2354,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2355,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2356,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2357,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2358,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2359,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2360,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2361,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2362,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2363,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2364,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2365,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2366,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2367,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2368,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2369,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2370,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2371,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2372,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2373,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2374,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2375,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2376,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2377,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2378,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2379,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2380,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2381,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2382,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2383,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2384,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2385,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2386,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2387,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2388,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2389,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2390,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2391,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2392,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2393,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2394,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2395,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2396,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2397,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2398,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2399,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2400,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2401,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2402,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2403,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2404,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2405,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2406,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2407,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2408,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2409,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2410,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2411,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2412,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2413,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2414,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2415,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2416,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2417,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2418,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2419,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2420,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2421,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2422,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2423,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2424,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2425,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2426,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2427,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2428,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2429,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2430,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2431,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2432,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2433,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
2434,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
2435,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
2436,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
2437,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
2438,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
2439,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
2440,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
2441,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
2442,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
